variant,endpoint,k,search_term,violation_rate,compliant_rate,unclear_rate,total_results,violation_count,compliant_count,unclear_count,negative_intent,search_volume
control,knn,10,no slip collar,0.3,0.7,0.0,10,3,7,0,pull,1199
control,knn,10,no slip dog collar,0.1,0.9,0.0,10,1,9,0,pull,2153
control,knn,10,no slip dog socks,0.0,1.0,0.0,10,0,10,0,pull,3399
control,knn,10,no slip harness,1.0,0.0,0.0,10,10,0,0,pull,2053
control,knn,10,no spill dog bowl,0.4,0.6,0.0,10,4,6,0,spill,4573
control,knn,10,no spill dog water bowl,0.4,0.6,0.0,10,4,6,0,spill,28061
control,knn,10,no spill water bowl,0.6,0.4,0.0,10,6,4,0,spill,30994
control,knn,10,no splash water bowl,0.0,1.0,0.0,10,0,10,0,pull,3317
control,knn,10,no spray cat,1.0,0.0,0.0,10,10,0,0,spray,2497
control,knn,10,no squeak dog toy,0.7,0.3,0.0,10,7,3,0,squeak,990
control,knn,10,no squeak dog toys,0.6,0.3,0.1,10,6,3,1,squeak,40129
control,knn,10,no squirrel bird seed,0.6,0.4,0.0,10,6,4,0,squirrel,5398
control,knn,10,no stuffing,0.1,0.9,0.0,10,1,9,0,stuffing,2020
control,knn,10,no stuffing dog toy,0.0,1.0,0.0,10,0,10,0,stuffing,8094
control,knn,10,no stuffing dog toys,0.0,1.0,0.0,10,0,10,0,stuffing,97772
control,knn,10,no stuffing toy,0.0,1.0,0.0,10,0,10,0,stuffing,3277
control,knn,10,no stuffing toys,0.0,1.0,0.0,10,0,10,0,stuffing,5673
control,knn,10,no sugar dog treats,0.0,0.0,1.0,10,0,0,10,sugar,1361
control,knn,10,no sugar horse treats,0.4,0.3,0.3,10,4,3,3,sugar,1315
control,knn,10,no tangle leash,0.1,0.9,0.0,10,1,9,0,pull,1186
control,knn,10,no tip dog bowl,0.0,1.0,0.0,10,0,10,0,pull,1033
control,knn,10,no tip water bowl,0.1,0.9,0.0,10,1,9,0,tip,6005
control,knn,10,no toot,0.6666666666666666,0.3333333333333333,0.0,9,6,3,0,toot,1991
control,knn,10,no track cat litter,0.8,0.1,0.1,10,8,1,1,track,1419
control,knn,10,no tracking cat litter,0.8,0.2,0.0,10,8,2,0,tracking,13088
control,knn,10,no tracking litter,0.8,0.2,0.0,10,8,2,0,tracking,1397
control,knn,10,no waste bird food,0.1,0.9,0.0,10,1,9,0,waste,2152
control,knn,10,no waste bird seed,0.0,1.0,0.0,10,0,10,0,waste,9270
control,knn,10,no waste wild bird food,0.1,0.9,0.0,10,1,9,0,waste,2693
control,knn,10,no waste wild bird seed,0.1,0.9,0.0,10,1,9,0,waste,24563
control,knn,10,no zip stroller,0.0,1.0,0.0,10,0,10,0,zip,1518
control,knn,10,non absorbent cat litter,0.5,0.5,0.0,10,5,5,0,non absorbent,1507
control,knn,10,non chew dog bed,0.0,1.0,0.0,10,0,10,0,chew,995
control,knn,10,non chicken dog food,0.0,0.4,0.6,10,0,4,6,chicken,3858
control,knn,10,non chicken dog treats,0.1,0.6,0.3,10,1,6,3,chicken,1718
control,knn,10,non clay cat litter,0.5,0.5,0.0,10,5,5,0,clay,5979
control,knn,10,non clay litter,0.5,0.5,0.0,10,5,5,0,clay,2271
control,knn,10,non clumping,0.0,1.0,0.0,10,0,10,0,clumping,1334
control,knn,10,non clumping cat litter,1.0,0.0,0.0,10,10,0,0,non clumping,121355
control,knn,10,non clumping kitty litter,1.0,0.0,0.0,10,10,0,0,non clumping,1510
control,knn,10,non clumping unscented cat litter,0.9,0.1,0.0,10,9,1,0,"non clumping unscented cat litter

the user is actually looking for cat litter",11479
control,knn,10,non gmo,0.0,1.0,0.0,10,0,10,0,gmo,1156
control,knn,10,non gmo cat food,0.0,1.0,0.0,10,0,10,0,gmo,2288
control,knn,10,non gmo chicken feed,0.0,1.0,0.0,10,0,10,0,gmo,16510
control,knn,10,non gmo dog food,0.0,1.0,0.0,10,0,10,0,gmo,11060
control,knn,10,non gmo dog treats,0.9,0.1,0.0,10,9,1,0,non gmo,994
control,knn,10,non gmo wet dog food,0.0,1.0,0.0,10,0,10,0,gmo,1029
control,knn,10,non grain dog food,0.3,0.7,0.0,10,3,7,0,grain,1089
control,knn,10,non kibble dog food,1.0,0.0,0.0,10,10,0,0,kibble,1761
control,knn,10,non prescription flea medicine,0.4,0.4,0.2,10,4,4,2,non prescription,1077
control,knn,10,non prescription flea meds,0.8,0.2,0.0,10,8,2,0,non prescription,1229
control,knn,10,non prescription pain meds for dogs,0.6,0.3,0.1,10,6,3,1,prescription,3980
control,knn,10,non pull harness,0.0,1.0,0.0,10,0,10,0,pull,5327
control,knn,10,non raw hide,0.6,0.4,0.0,10,6,4,0,rawhide,1225
control,knn,10,non rawhide,0.1,0.9,0.0,10,1,9,0,rawhide,1020
control,knn,10,non rawhide bones,0.4,0.6,0.0,10,4,6,0,rawhide,18977
control,knn,10,non rawhide chews,0.0,1.0,0.0,10,0,10,0,rawhide,10766
control,knn,10,non rawhide dog chews,0.0,1.0,0.0,10,0,10,0,rawhide,70094
control,knn,10,non rawhide dog treats,0.1,0.9,0.0,10,1,9,0,rawhide,2882
control,knn,10,non scented litter,0.5,0.3,0.2,10,5,3,2,scented,1755
control,knn,10,non squeaky dog toys,1.0,0.0,0.0,10,10,0,0,squeaky,17562
control,knn,10,non stuffed dog toys,0.1,0.9,0.0,10,1,9,0,stuffed,6207
control,knn,10,non tip water bowl,0.0,0.9,0.1,10,0,9,1,tip,6861
control,knn,10,non toxic cat litter,0.0,1.0,0.0,10,0,10,0,toxic,1267
control,knn,10,non tracking cat litter,0.5,0.3,0.2,10,5,3,2,tracking,18311
control,knn,10,non tracking litter,0.4,0.4,0.2,10,4,4,2,tracking,3003
control,knn,10,non-gmo dog food,0.0,1.0,0.0,10,0,10,0,gmo,3007
control,knn,10,nulo grain free,0.0,1.0,0.0,10,0,10,0,grain,4152
control,knn,10,nutrish dog food grain free,0.4,0.6,0.0,10,4,6,0,grain,1003
control,knn,10,nutrish grain free dog food,0.4,0.6,0.0,10,4,6,0,grain,4382
control,knn,10,nutro grain free,0.3,0.7,0.0,10,3,7,0,grain,2591
control,knn,10,nutro grain free dog food,0.4,0.6,0.0,10,4,6,0,grain,4841
control,knn,10,odor free bully stick,0.3,0.7,0.0,10,3,7,0,odor,1494
control,knn,10,odor free bully sticks,0.3,0.6,0.1,10,3,6,1,odor,9025
control,knn,10,odor free bully sticks for dogs,0.1,0.9,0.0,10,1,9,0,odor,27702
control,knn,10,open farm grain free,0.5,0.5,0.0,10,5,5,0,grain,1704
control,knn,10,open farm grain free dog food,0.6,0.4,0.0,10,6,4,0,grain,2175
control,knn,10,organic chicken feed soy free,0.0,1.0,0.0,10,0,10,0,soy,1525
control,knn,10,organic grain free cat treats,0.0,0.7,0.3,10,0,7,3,grain,2085
control,knn,10,organic non gmo chicken feed,0.8,0.1,0.1,10,8,1,1,non gmo,1154
control,knn,10,organic soy free chicken feed,0.0,1.0,0.0,10,0,10,0,soy,2338
control,knn,10,origin grain free dog,0.7,0.3,0.0,10,7,3,0,grain,5901
control,knn,10,origin grain free puppy,0.1,0.9,0.0,10,1,9,0,grain,3607
control,knn,10,orijen grain free,0.1,0.9,0.0,10,1,9,0,grain,1665
control,knn,10,orijen grain free cat,0.0,1.0,0.0,10,0,10,0,grain,1533
control,knn,10,orijen grain free dog,0.2,0.8,0.0,10,2,8,0,grain,2373
control,knn,10,orijen grain free dog food,0.2,0.8,0.0,10,2,8,0,grain,2503
control,knn,10,orijen grain free puppy,0.4,0.6,0.0,10,4,6,0,grain,2493
control,knn,10,orijen grain free treats,0.0,1.0,0.0,10,0,10,0,grain,1785
control,knn,10,pate grain free cat food,0.0,1.0,0.0,10,0,10,0,grain,1105
control,knn,10,pea free dog food,0.9,0.0,0.1,10,9,0,1,pea,5939
control,knn,10,pet safe easy walk no pull harness,0.9,0.1,0.0,10,9,1,0,pull,1953
control,knn,10,pigeon feed no corn,0.7,0.2,0.1,10,7,2,1,corn,3687
control,knn,10,pigeon food no corn,0.7,0.3,0.0,10,7,3,0,corn,1756
control,knn,10,pork chomps rawhide free,0.0,1.0,0.0,10,0,10,0,rawhide,129324
control,knn,10,pork chomps rawhide free dog bones,0.0,1.0,0.0,10,0,10,0,rawhide,3737
control,knn,10,poultry free,0.7,0.0,0.3,10,7,0,3,poultry,2348
control,knn,10,poultry free cat food,0.8,0.2,0.0,10,8,2,0,poultry,1975
control,knn,10,poultry free dog food,0.4,0.3,0.3,10,4,3,3,poultry,17789
control,knn,10,poultry free dog treats,0.8,0.0,0.2,10,8,0,2,poultry,1753
control,knn,10,poultry free wet dog food,0.7,0.2,0.1,10,7,2,1,poultry,1701
control,knn,10,pro plan grain free,0.6,0.4,0.0,10,6,4,0,grain,1681
control,knn,10,protein free dog treats,0.9,0.1,0.0,10,9,1,0,protein,5096
control,knn,10,puppy food chicken free,1.0,0.0,0.0,10,10,0,0,chicken,1032
control,knn,10,puppy food grain free,0.1,0.9,0.0,10,1,9,0,grain,7002
control,knn,10,puppy food no chicken,1.0,0.0,0.0,10,10,0,0,chicken,2518
control,knn,10,puppy food with no chicken,0.8,0.2,0.0,10,8,2,0,chicken,1040
control,knn,10,puppy food without chicken,0.8,0.0,0.2,10,8,0,2,chicken,1606
control,knn,10,puppy grain free,0.0,1.0,0.0,10,0,10,0,grain,1298
control,knn,10,puppy grain free food,0.2,0.8,0.0,10,2,8,0,grain,1140
control,knn,10,pure balance grain free,0.5,0.5,0.0,10,5,5,0,grain,11504
control,knn,10,purina beneful grain free,1.0,0.0,0.0,10,10,0,0,grain,1945
control,knn,10,purina beyond grain free cat food,0.6,0.3,0.1,10,6,3,1,grain,8992
control,knn,10,purina beyond grain free dog food,0.1,0.8,0.1,10,1,8,1,grain,3884
control,knn,10,purina beyond grain free dry cat food,0.5,0.5,0.0,10,5,5,0,grain,2080
control,knn,10,purina cat food grain free,0.7,0.3,0.0,10,7,3,0,grain,5440
control,knn,10,purina cat grain free,0.8,0.2,0.0,10,8,2,0,grain,1273
control,knn,10,purina grain free,0.3,0.7,0.0,10,3,7,0,grain,8189
control,knn,10,purina grain free cat food,0.0,1.0,0.0,10,0,10,0,grain,2326
control,knn,10,purina grain free dog food,0.1,0.9,0.0,10,1,9,0,grain,3037
control,knn,10,purina grain free dry cat food,0.0,1.0,0.0,10,0,10,0,grain,19168
control,knn,10,purina grain free dry dog food,0.2,0.8,0.0,10,2,8,0,grain,8138
control,knn,10,purina grain free wet cat food,0.0,0.5,0.5,10,0,5,5,grain,7458
control,knn,10,purina grain free wet dog food,0.0,1.0,0.0,10,0,10,0,grain,2342
control,knn,10,purina one grain free,0.5,0.5,0.0,10,5,5,0,grain,4066
control,knn,10,purina one grain free cat food,0.5,0.5,0.0,10,5,5,0,grain,1649
control,knn,10,purina one grain free dog food,0.5,0.4,0.1,10,5,4,1,grain,5270
control,knn,10,purina one grain free dry cat food,0.9,0.0,0.1,10,9,0,1,grain,5886
control,knn,10,purina one grain free wet cat food,0.1,0.5,0.4,10,1,5,4,grain,17042
control,knn,10,purina one wet cat food grain free,0.1,0.7,0.2,10,1,7,2,grain,1114
control,knn,10,purina pro plan for cats grain free,0.6,0.4,0.0,10,6,4,0,grain,1589
control,knn,10,purina pro plan for dogs grain free,0.3,0.7,0.0,10,3,7,0,grain,975
control,knn,10,purina pro plan grain free,0.5,0.5,0.0,10,5,5,0,grain,7034
control,knn,10,python no spill,0.8,0.2,0.0,10,8,2,0,spill,5465
control,knn,10,rachel ray grain free dog food,0.1,0.9,0.0,10,1,9,0,grain,4812
control,knn,10,raw hide free,0.0,1.0,0.0,10,0,10,0,rawhide,2193
control,knn,10,raw hide free bones,0.1,0.9,0.0,10,1,9,0,rawhide,3187
control,knn,10,raw hide free dog bones,0.0,1.0,0.0,10,0,10,0,rawhide,1011
control,knn,10,raw hide free dog chews,0.0,1.0,0.0,10,0,10,0,rawhide,25587
control,knn,10,raw hide free large dog chews,0.4,0.6,0.0,10,4,6,0,rawhide,1264
control,knn,10,rawhide free,0.0,1.0,0.0,10,0,10,0,rawhide,17055
control,knn,10,rawhide free bones,0.0,1.0,0.0,10,0,10,0,rawhide,6443
control,knn,10,rawhide free chew,0.0,0.9,0.1,10,0,9,1,rawhide,1282
control,knn,10,rawhide free chews,0.0,1.0,0.0,10,0,10,0,rawhide,58043
control,knn,10,rawhide free dog bones,0.0,0.9,0.1,10,0,9,1,rawhide,135517
control,knn,10,rawhide free dog bones & chews,0.0,0.8,0.2,10,0,8,2,rawhide,1390
control,knn,10,rawhide free dog bones & chews for large dogs,0.0,0.7,0.3,10,0,7,3,rawhide,4358
control,knn,10,rawhide free dog bones long lasting,0.1,0.8,0.1,10,1,8,1,rawhide,14868
control,knn,10,rawhide free dog chews,0.0,1.0,0.0,10,0,10,0,rawhide,6526
control,knn,10,rawhide free dog chews long lasting,0.0,1.0,0.0,10,0,10,0,rawhide,4471
control,knn,10,rawhide free dog treats,0.0,1.0,0.0,10,0,10,0,rawhide,29794
control,knn,10,rawhide free sticks,0.0,1.0,0.0,10,0,10,0,rawhide,2264
control,knn,10,rawhide free treats,0.0,1.0,0.0,10,0,10,0,rawhide,1840
control,knn,10,rice free dog food,0.1,0.6,0.3,10,1,6,3,rice,1195
control,knn,10,royal canin grain free,0.2,0.2,0.6,10,2,2,6,grain,2432
control,knn,10,salmon dog food grain free,0.1,0.9,0.0,10,1,9,0,grain,975
control,knn,10,salmon grain free dog food,0.2,0.8,0.0,10,2,8,0,grain,8103
control,knn,10,salt free dog food,0.0,0.0,1.0,10,0,0,10,salt,1015
control,knn,10,scent free cat litter,0.2,0.5,0.3,10,2,5,3,scent,2695
control,knn,10,scent free litter,0.3,0.7,0.0,10,3,7,0,scent,3172
control,knn,10,science diet grain free,1.0,0.0,0.0,10,10,0,0,grain,4491
control,knn,10,senior cat food grain free,0.2,0.8,0.0,10,2,8,0,grain,1110
control,knn,10,senior dog food grain free,0.1,0.9,0.0,10,1,9,0,grain,1394
control,knn,10,senior grain free dog food,0.2,0.8,0.0,10,2,8,0,grain,4724
control,knn,10,sheba grain free,0.0,1.0,0.0,10,0,10,0,grain,1917
control,knn,10,shell free bird seed,0.0,0.6,0.4,10,0,6,4,shell,1278
control,knn,10,small black stroller no zip,0.1,0.7,0.2,10,1,7,2,zip,1046
control,knn,10,small breed grain free,0.0,1.0,0.0,10,0,10,0,grain,1509
control,knn,10,small breed grain free dog food,0.0,1.0,0.0,10,0,10,0,grain,2340
control,knn,10,small breed grain free dry dog food,0.0,1.0,0.0,10,0,10,0,grain,2354
control,knn,10,small dog no pull harness,0.0,1.0,0.0,10,0,10,0,pull,1740
control,knn,10,small no pull harness,0.6,0.4,0.0,10,6,4,0,pull,1148
control,knn,10,soft grain free dog treats,0.1,0.7,0.2,10,1,7,2,grain,2135
control,knn,10,soy and corn free chicken feed,0.4,0.6,0.0,10,4,6,0,soy and corn,1287
control,knn,10,soy free chicken feed,0.0,1.0,0.0,10,0,10,0,soy,11839
control,knn,10,soy free horse feed,0.0,0.9,0.1,10,0,9,1,soy,5431
control,knn,10,soy free layer feed,0.3,0.6,0.1,10,3,6,1,soy,1175
control,knn,10,sporn mesh no pull dog harness,0.8,0.2,0.0,10,8,2,0,pull,7687
control,knn,10,stella and chewy grain free,0.0,1.0,0.0,10,0,10,0,grain,1117
control,knn,10,stink free,0.1,0.9,0.0,10,1,9,0,stink,3161
control,knn,10,stuffing free,0.0,1.0,0.0,10,0,10,0,stuffing,6904
control,knn,10,stuffing free dog toy,0.0,1.0,0.0,10,0,10,0,stuffing,4687
control,knn,10,stuffing free dog toys,0.0,1.0,0.0,10,0,10,0,stuffing,142348
control,knn,10,stuffing free dog toys large,0.0,1.0,0.0,10,0,10,0,stuffing,21225
control,knn,10,stuffing free dog toys small,0.0,1.0,0.0,10,0,10,0,stuffing,6376
control,knn,10,stuffing free toy,0.0,1.0,0.0,10,0,10,0,stuffing,2294
control,knn,10,stuffing free toys,0.0,1.0,0.0,10,0,10,0,stuffing,1123
control,knn,10,stuffing-free,0.0,1.0,0.0,10,0,10,0,stuffing,1079
control,knn,10,suet cakes for wild birds no melt,0.0,0.9,0.1,10,0,9,1,melt,7772
control,knn,10,sugar free,0.5,0.0,0.5,10,5,0,5,sugar,1515
control,knn,10,sugar free dog treats,0.2,0.2,0.6,10,2,2,6,sugar,9955
control,knn,10,sugar free horse treats,0.3,0.1,0.6,10,3,1,6,sugar,8411
control,knn,10,taste of the wild dog food grain free,0.0,1.0,0.0,10,0,10,0,grain,1243
control,knn,10,taste of the wild grain free,0.0,1.0,0.0,10,0,10,0,grain,2805
control,knn,10,taste of the wild grain free dog food,0.2,0.8,0.0,10,2,8,0,grain,8357
control,knn,10,taste of the wild high prairie grain-free dry dog food,0.3,0.7,0.0,10,3,7,0,grain,1435
control,knn,10,tear free dog shampoo,0.5,0.5,0.0,10,5,5,0,tear,7647
control,knn,10,the honest kitchen for dogs grain free,0.1,0.9,0.0,10,1,9,0,grain,1325
control,knn,10,the honest kitchen grain free,1.0,0.0,0.0,10,10,0,0,grain,2403
control,knn,10,tidy cats free,0.7,0.3,0.0,10,7,3,0,free,1197
control,knn,10,tidy cats free & clean unscented,1.0,0.0,0.0,10,10,0,0,unscented,999
control,knn,10,tidy cats free and clean unscented,1.0,0.0,0.0,10,10,0,0,unscented,7587
control,knn,10,tidy cats non clumping litter for cats,0.9,0.1,0.0,10,9,1,0,non clumping,2835
control,knn,10,tiny tiger grain free,0.0,1.0,0.0,10,0,10,0,grain,1318
control,knn,10,toy no stuffing,0.0,1.0,0.0,10,0,10,0,stuffing,1060
control,knn,10,toys no stuffing,0.0,1.0,0.0,10,0,10,0,stuffing,1635
control,knn,10,toys with no stuffing,0.0,1.0,0.0,10,0,10,0,stuffing,4057
control,knn,10,treats for dogs with no teeth,1.0,0.0,0.0,10,10,0,0,teeth,1406
control,knn,10,tuffy no stuff,0.6,0.4,0.0,10,6,4,0,stuff,1489
control,knn,10,turkey grain free,0.0,1.0,0.0,10,0,10,0,grain,1309
control,knn,10,ultra grain free,0.3,0.7,0.0,10,3,7,0,grain,978
control,knn,10,unscented dust free cat litter,0.5,0.1,0.4,10,5,1,4,"dust, scent",1132
control,knn,10,unscented dust free clumping cat litter,1.0,0.0,0.0,10,10,0,0,unscented,972
control,knn,10,unscented dust free litter,0.2,0.8,0.0,10,2,8,0,"unscented
dust",1250
control,knn,10,unscented non clumping cat litter,0.7,0.3,0.0,10,7,3,0,non clumping,7305
control,knn,10,vetivex veterinary dehp free lactated ringers electrolyte injection solution 1000-ml,0.2,0.2,0.6,10,2,2,6,dehp,5570
control,knn,10,victor grain free,0.4,0.6,0.0,10,4,6,0,grain,2601
control,knn,10,victor grain free dog food,0.1,0.9,0.0,10,1,9,0,grain,5635
control,knn,10,victor hi-pro plus 30/20 active sporting high protein gluten-free dry dog food,0.1,0.6,0.3,10,1,6,3,gluten,1151
control,knn,10,wag grain free dog food,0.5,0.5,0.0,10,5,5,0,grain,3193
control,knn,10,waste free bird seed,0.0,1.0,0.0,10,0,10,0,waste,4797
control,knn,10,waste free wild bird seed,0.2,0.8,0.0,10,2,8,0,waste,12115
control,knn,10,water bowl no spill,0.6,0.4,0.0,10,6,4,0,spill,2058
control,knn,10,weight management dog food no chicken,0.8,0.0,0.2,10,8,0,2,chicken,1021
control,knn,10,wellness core grain free,0.1,0.9,0.0,10,1,9,0,grain,1527
control,knn,10,wellness core grain free cat food,0.0,1.0,0.0,10,0,10,0,grain,2510
control,knn,10,wellness core grain free dog food,0.2,0.8,0.0,10,2,8,0,grain,8637
control,knn,10,wellness dry dog food grain free,0.1,0.9,0.0,10,1,9,0,grain,2057
control,knn,10,wellness grain free,0.0,1.0,0.0,10,0,10,0,grain,1617
control,knn,10,wellness grain free cat food,0.1,0.9,0.0,10,1,9,0,grain,2248
control,knn,10,wellness grain free dog food,0.0,1.0,0.0,10,0,10,0,grain,4682
control,knn,10,wet cat food grain free,0.0,0.7,0.3,10,0,7,3,grain,16508
control,knn,10,wet dog food grain free,0.0,1.0,0.0,10,0,10,0,grain,6455
control,knn,10,wet dog food no chicken,0.9,0.1,0.0,10,9,1,0,chicken,1981
control,knn,10,wet dog food without chicken,0.6,0.4,0.0,10,6,4,0,chicken,1194
control,knn,10,wet grain free cat food,0.1,0.9,0.0,10,1,9,0,grain,4900
control,knn,10,wet grain free dog food,0.0,0.9,0.1,10,0,9,1,grain,4103
control,knn,10,wet kitten food grain free,0.3,0.7,0.0,10,3,7,0,grain,2250
control,knn,10,wheat free cat food,0.0,0.6,0.4,10,0,6,4,wheat,5111
control,knn,10,wheat free dog food,0.0,0.6,0.4,10,0,6,4,wheat,6961
control,knn,10,wheat free dog treats,0.1,0.6,0.3,10,1,6,3,wheat,9289
control,knn,10,wheat free puppy food,0.2,0.8,0.0,10,2,8,0,wheat,4122
control,knn,10,whole earth farms grain-free,0.2,0.8,0.0,10,2,8,0,grain,5914
control,knn,10,whole hearted grain free,0.6,0.3,0.1,10,6,3,1,grain,1214
control,knn,10,wholesome grain free,0.3,0.6,0.1,10,3,6,1,grain,2131
control,knn,10,wholesomes grain free dog food,0.4,0.5,0.1,10,4,5,1,grain,2158
control,knn,10,wild bird seed no waste,0.0,0.9,0.1,10,0,9,1,waste,14889
control,knn,10,yeast free dog food,0.3,0.0,0.7,10,3,0,7,yeast,6961
control,knn,36,2 hounds design freedom no pull dog harness,0.8888888888888888,0.1111111111111111,0.0,36,32,4,0,pull,13268
control,knn,36,acana grain free,0.25,0.75,0.0,36,9,27,0,grain,1372
control,knn,36,acana grain free cat,0.08333333333333333,0.5555555555555556,0.3611111111111111,36,3,20,13,grain,1699
control,knn,36,acana grain-free food for dogs,0.4166666666666667,0.5833333333333334,0.0,36,15,21,0,grain,3087
control,knn,36,adjustable no pull harness,1.0,0.0,0.0,36,36,0,0,pull,974
control,knn,36,aller free,0.3888888888888889,0.5277777777777778,0.08333333333333333,36,14,19,3,aller,974
control,knn,36,allergy free cat food,0.2222222222222222,0.7777777777777778,0.0,36,8,28,0,allergy,1923
control,knn,36,allergy free dog food,0.05555555555555555,0.9166666666666666,0.027777777777777776,36,2,33,1,allergy,2462
control,knn,36,allergy free dog treats,0.08333333333333333,0.8055555555555556,0.1111111111111111,36,3,29,4,allergy,4371
control,knn,36,american journey grain free,0.0,1.0,0.0,36,0,36,0,grain,1049
control,knn,36,american journey grain free dog food,0.1388888888888889,0.8055555555555556,0.05555555555555555,36,5,29,2,grain,3336
control,knn,36,audubon park waste free,0.3611111111111111,0.6388888888888888,0.0,36,13,23,0,waste free,2251
control,knn,36,bark collar no shock,0.4444444444444444,0.05555555555555555,0.5,36,16,2,18,shock,3859
control,knn,36,barkworthies odor free bully sticks,0.4444444444444444,0.3611111111111111,0.19444444444444445,36,16,13,7,odor,3939
control,knn,36,beef dog food grain free,0.027777777777777776,0.9722222222222222,0.0,36,1,35,0,grain,1044
control,knn,36,beef grain free dog food,0.25,0.75,0.0,36,9,27,0,grain,2045
control,knn,36,beneful grain free,0.6944444444444444,0.05555555555555555,0.25,36,25,2,9,grain,1604
control,knn,36,best bully sticks odor free,0.0,1.0,0.0,36,0,36,0,odor,2943
control,knn,36,best no pull harness,0.6111111111111112,0.3888888888888889,0.0,36,22,14,0,pull,1798
control,knn,36,beyond dry cat food grain free,0.2222222222222222,0.75,0.027777777777777776,36,8,27,1,grain,5250
control,knn,36,beyond grain free,0.5833333333333334,0.4166666666666667,0.0,36,21,15,0,grain,2372
control,knn,36,beyond grain free cat food dry,0.3888888888888889,0.6111111111111112,0.0,36,14,22,0,grain,3779
control,knn,36,beyond grain free dry cat food,0.3333333333333333,0.6666666666666666,0.0,36,12,24,0,grain,2175
control,knn,36,beyond grain free wet cat food,0.25,0.6111111111111112,0.1388888888888889,36,9,22,5,grain,1433
control,knn,36,beyond simply grain free cat food,0.4444444444444444,0.5277777777777778,0.027777777777777776,36,16,19,1,grain,3366
control,knn,36,bird food wild no mess,0.0,0.8333333333333334,0.16666666666666666,36,0,30,6,mess,1138
control,knn,36,bird seed no mess,0.0,0.8888888888888888,0.1111111111111111,36,0,32,4,mess,1067
control,knn,36,bird seed no waste,0.0,0.8055555555555556,0.19444444444444445,36,0,29,7,waste,3357
control,knn,36,bird seed wild no mess,0.027777777777777776,0.8611111111111112,0.1111111111111111,36,1,31,4,mess,3963
control,knn,36,bird seed wild no waste,0.08333333333333333,0.8611111111111112,0.05555555555555555,36,3,31,2,waste,16977
control,knn,36,bird suet cakes no melt,0.05555555555555555,0.3611111111111111,0.5833333333333334,36,2,13,21,melt,3661
control,knn,36,blue buffalo chicken free,0.6944444444444444,0.2777777777777778,0.027777777777777776,36,25,10,1,chicken,3208
control,knn,36,blue buffalo dog food grain free,0.0,1.0,0.0,36,0,36,0,grain,5564
control,knn,36,blue buffalo freedom grain free,0.0,1.0,0.0,36,0,36,0,grain,2312
control,knn,36,blue buffalo grain free,0.0,1.0,0.0,36,0,36,0,grain,6671
control,knn,36,blue buffalo grain free cat food,0.19444444444444445,0.7777777777777778,0.027777777777777776,36,7,28,1,grain,9576
control,knn,36,blue buffalo grain free dog food,0.0,1.0,0.0,36,0,36,0,grain,18964
control,knn,36,blue buffalo grain free dry cat food,0.4722222222222222,0.4444444444444444,0.08333333333333333,36,17,16,3,grain,1161
control,knn,36,blue buffalo grain free dry dog food,0.08333333333333333,0.9166666666666666,0.0,36,3,33,0,grain,1574
control,knn,36,blue buffalo grain free wet cat food,0.08333333333333333,0.8888888888888888,0.027777777777777776,36,3,32,1,grain,1737
control,knn,36,blue buffalo grain free wet dog food,0.08333333333333333,0.75,0.16666666666666666,36,3,27,6,grain,1694
control,knn,36,blue buffalo no chicken,0.9722222222222222,0.027777777777777776,0.0,36,35,1,0,chicken,1087
control,knn,36,blue buffalo wet dog food grain free,0.05555555555555555,0.8333333333333334,0.1111111111111111,36,2,30,4,grain,989
control,knn,36,blue freedom grain free,0.0,1.0,0.0,36,0,36,0,grain,2100
control,knn,36,blue grain free,0.0,1.0,0.0,36,0,36,0,grain,1423
control,knn,36,bones & chews all natural grain-free jerky,0.0,0.3333333333333333,0.6666666666666666,36,0,12,24,grain,4977
control,knn,36,bpa free litter box,0.0,0.0,1.0,36,0,0,36,bpa,1302
control,knn,36,bully stick odor free,0.08333333333333333,0.9166666666666666,0.0,36,3,33,0,odor,2368
control,knn,36,bully sticks for dogs odor free,0.027777777777777776,0.9722222222222222,0.0,36,1,35,0,odor,4428
control,knn,36,bully sticks odor free,0.08333333333333333,0.9166666666666666,0.0,36,3,33,0,odor,4104
control,knn,36,calcium without d3,0.4444444444444444,0.3333333333333333,0.2222222222222222,36,16,12,8,d3,1856
control,knn,36,canidae grain free,0.1388888888888889,0.8611111111111112,0.0,36,5,31,0,grain,4014
control,knn,36,canidae grain free dog food,0.25,0.7222222222222222,0.027777777777777776,36,9,26,1,grain,2888
control,knn,36,canine naturals hide free,0.3611111111111111,0.4722222222222222,0.16666666666666666,36,13,17,6,hide,7376
control,knn,36,canned cat food grain free,0.027777777777777776,0.9722222222222222,0.0,36,1,35,0,grain,3121
control,knn,36,canned dog food grain free,0.0,1.0,0.0,36,0,36,0,grain,5595
control,knn,36,canned grain free dog food,0.1111111111111111,0.8888888888888888,0.0,36,4,32,0,grain,2676
control,knn,36,cat collar no bell,0.9166666666666666,0.0,0.08333333333333333,36,33,0,3,bell,3873
control,knn,36,cat dewormer no prescription,0.3055555555555556,0.2777777777777778,0.4166666666666667,36,11,10,15,prescription,23133
control,knn,36,cat dry food grain free,0.0,1.0,0.0,36,0,36,0,grain,4630
control,knn,36,cat food dry grain free,0.08333333333333333,0.9166666666666666,0.0,36,3,33,0,grain,3203
